label,index,id
4,100003,1249017186661715968
4,100003,1248851277062082561
4,100003,1248762939261116421
4,100003,1248750016216236032
4,100003,1248734135188848641
4,100003,1248696085310251008
4,100003,1248691292286189568
4,100003,1248625448830918657
4,100003,1248621932104151042
4,100003,1248619385821913093
4,100003,1248606541793488896
4,100003,1248606193335119877
4,100003,1248605782813392896
4,100003,1248548862022819842
4,100003,1248486112751841281
4,100003,1248459861475487744
4,100003,1248386563685224452
4,100003,1248211543889715202
4,100003,1248202069737177088
4,100003,1248087887473602560
4,100003,1248076311928516608
4,100003,1248023340192804875
4,100003,1248022785777115137
4,100003,1247941585502781442
4,100003,1247935266796568578
4,100003,1247883203827859456
1,100003,1247863014080028673
4,100003,1247760767853588481
4,100003,1247697008888078337
4,100003,1247652351810375685
3,100003,1247651901119791104
4,100003,1247591558809075712
4,100003,1247448470283313154
4,100003,1247425328672313345
4,100003,1247371241792643079
4,100003,1247283863342088196
4,100003,1247167569888493568
4,100003,1247062916739678208
3,100003,1246513904039190529
3,100003,1246512566647623680
4,100003,1246260336619069447
4,100003,1246183767699591169
4,100003,1245957699101171712
4,100003,1245932862215319555
4,100003,1245921701721849858
4,100003,1245823065403129857
4,100003,1245822625131180034
4,100003,1245821649246658561
4,100003,1245821395705135105
4,100003,1245736953108213762
4,100003,1245736518192435203
4,100003,1245736180718673920
4,100003,1245736128734527488
4,100003,1245736072799191041
4,100003,1245736018722148360
4,100003,1245735947750330369
4,100003,1245646355520839683
4,100003,1245579683753676801
4,100003,1245514326519296000
4,100003,1245512289278668800
4,100003,1245419013833928705
4,100003,1245382652812824578
4,100003,1245382027005906945
4,100003,1245353737025138693
4,100003,1245145762343739393
4,100003,1245140798456422401
4,100003,1245128668277596162
4,100003,1245125243833929728
4,100003,1245080525091504129
4,100003,1245080259311132672
4,100003,1245006106721689600
4,100003,1244999762669187072
4,100003,1244872708774453248
2,100003,1244758091096158208
4,100003,1244467908236972033
4,100003,1244369903693389824
4,100003,1244322618041225217
4,100003,1244308181314080768
4,100003,1244221591845851136
4,100003,1244219113666461701
3,100003,1244107740689174533
4,100003,1243753480969478151
4,100003,1243738990575943680
4,100003,1243705054105755650
3,100003,1243680787733544960
4,100003,1243627724742242308
4,100003,1243623703096766468
3,100003,1243616936921042946
4,100003,1243568936802713602
4,100003,1243543789018451968
4,100003,1243384220845608961
3,100003,1243278554487336960
4,100003,1243182374344691712
4,100003,1243139730788749312
4,100003,1243104606118240258
4,100003,1242991951701356546
4,100003,1242975316613701632
4,100003,1242958695933169665
4,100003,1242923237366886400
4,100003,1242669446478671872
4,100003,1242213785487781892
4,100003,1242139277154299911
3,100003,1242133530328682503
4,100003,1242115665496080385
1,100003,1242088874924441602
4,100003,1241915623615205379
4,100003,1241895592835637248
4,100003,1241890738755047424
4,100003,1241826575529598976
4,100003,1241806978260914183
4,100003,1241805420181757957
4,100003,1241791031240253444
4,100003,1241677190686793728
3,100003,1241675776153530371
3,100003,1241675713088049152
3,100003,1241565348186468358
3,100003,1241565236253077505
3,100003,1241564365842718728
4,100003,1241509907259523072
4,100003,1241509548910936065
4,100003,1241490217217011718
4,100003,1241477679167057920
4,100003,1241430485626163200
4,100003,1241422777862754305
4,100003,1241380159917379587
4,100003,1241132046598184966
2,100003,1241095065986048007
4,100003,1241059746351898630
4,100003,1241047112978137088
4,100003,1241044399053774848
4,100003,1241037353210216449
1,100003,1240815953702723584
4,100003,1240806532226461696
4,100003,1240647300025929734
4,100003,1240644356668702721
4,100003,1240442303241752577
4,100003,1240416087289802753
1,100003,1240394474536210436
4,100003,1240387378516299783
4,100003,1240341381773549568
4,100003,1240338805187465217
4,100003,1240322732115611649
4,100003,1240237378041778176
4,100003,1240110805384933376
4,100003,1240069499132338176
4,100003,1240051588695093248
4,100003,1239975942820229129
4,100003,1239939417873231873
4,100003,1239934630905753600
4,100003,1239884875337011202
4,100003,1239788559604813824
4,100003,1239758275555422209
4,100003,1239745485088460808
4,100003,1239630187282628608
4,100003,1239520383088250882
4,100003,1239510439920316416
4,100003,1239500988328726528
4,100003,1239411377262833664
4,100003,1239374019633217536
4,100003,1239370890258845697
4,100003,1239366606326661121
4,100003,1239364458654453765
4,100003,1239334321326096384
4,100003,1239333571409489921
4,100003,1239206682980429824
4,100003,1239186112469499909
4,100003,1239176297886203906
2,100003,1239024489398222848
4,100003,1238982625064374272
4,100003,1238788397004660738
4,100003,1238780984415444992
1,100003,1238744556188897285
1,100003,1238697210872647680
4,100003,1238512387248009216
4,100003,1238486277483376643
4,100003,1238475259831033856
4,100003,1238473326324060160
4,100003,1238434278318497793
4,100003,1238416472600387584
4,100003,1238325240536551424
4,100003,1238292052380733445
1,100003,1238283423699140608
2,100003,1238248638528327680
4,100003,1238234110818222081
4,100003,1238233761885515776
3,100003,1238219019842281473
4,100003,1238204465624170497
4,100003,1238147333428109313
4,100003,1238143220321783815
2,100003,1238109364155592706
4,100003,1238099335667011584
1,100003,1238093069007958020
4,100003,1238089317802795008
1,100003,1238089078530347018
4,100003,1238084679728795649
4,100003,1238038429738426368
4,100003,1238003086813286400
4,100003,1237998799060000768
4,100003,1237965748372299777
4,100003,1237958750033588224
4,100003,1237932914362454019
3,100003,1237902125704888322
4,100003,1237897816275443717
4,100003,1237857485186150400
4,100003,1237804934759882754
3,100003,1237743384955101184
4,100003,1237741779044175874
4,100003,1237724825843572742
4,100003,1237720654918619136
4,100003,1237621647005249537
4,100003,1237582027437641734
4,100003,1237552188215283715
3,100003,1237534484406263808
1,100003,1237527459269988352
4,100003,1237511967499104257
4,100003,1237461765564387328
4,100003,1237383743838416898
4,100003,1237357386995826690
4,100003,1237252345572012032
4,100003,1237186223480819713
4,100003,1237169826919055361
4,100003,1237070651560579072
4,100003,1237037722042155009
4,100003,1236758341143199753
4,100003,1236747964317646848
1,100003,1236672699075825664
4,100003,1236650704758071297
4,100003,1236492307790102528
4,100003,1236444372192894979
4,100003,1236302828999544833
4,100003,1236285130085466112
4,100003,1236191061128642561
1,100003,1236097805074169856
3,100003,1235999592090484736
4,100003,1235798882031820800
1,100003,1235663689455407104
4,100003,1235510683179061249
4,100003,1235267210974613504
4,100003,1235240441274159104
4,100003,1235203055496331265
4,100003,1234566237314666496
4,100003,1233880402344828928
3,100003,1233805144212545537
3,100003,1233758272718622721
3,100003,1233757539231322112
3,100003,1233756443280642058
4,100003,1232944004570001408
4,100003,1232894774207664128
4,100003,1232831704345251840
3,100003,1232827951625986050
4,100003,1232824430021079040
3,100003,1232778082731335680
4,100003,1232339103175319554
4,100003,1232227557900259330
4,100003,1231794630120923136
4,100003,1228240335031107584
2,100004,1252654573166051329
1,100004,1245384238897205250
1,100004,1244260009015377920
4,100004,1243536985744199680
4,100004,1243514215165562880
4,100004,1242958696780455936
4,100004,1242474843137703938
3,100004,1242400453700096001
4,100004,1236692357476691968
4,100004,1236692122725736452
4,100004,1236692012893704193
4,100004,1236691906211598337
4,100004,1236691668356796416
4,100004,1236627980086108161
4,100005,1245384783867400198
2,100005,1243969054139797506
2,100005,1243514400851611648
2,100005,1242958697606733824
4,100005,1241350499636367360
4,100005,1224095170477481984
4,100007,1245764856835342338
4,100007,1245385912902615040
4,100007,1244332460206260224
4,100007,1244286066460418049
4,100007,1244278779289059328
4,100007,1244232962524184576
4,100007,1243971778805764098
4,100007,1242958699624148992
4,100007,1242474835512446976
4,100007,1240542439510663169
4,100007,1240537749632872448
1,100007,1238410826320576512
4,100007,1238125038957670400
3,100007,1236627984683020288
4,100007,1234599421704392706
4,100008,1245386289442144260
1,100008,1242958700588851201
4,100011,1247125579343769602
4,100011,1245388295154139138
4,100011,1245291186073501696
4,100011,1245195389587914752
4,100011,1243922136026284032
4,100011,1242433744792727552
4,100011,1239324720383705088
4,100011,1237401216671518721
4,100012,1248734352499933185
4,100012,1245848656370073600
4,100012,1245786579131674626
4,100012,1245388515749347334
3,100012,1244796039011303424
4,100012,1242958702556016640
4,100013,1245388723568685056
4,100013,1242958703436824576
4,100014,1245388946370105344
4,100015,1245389974977069057
4,100015,1243972480999387143
3,100015,1236627986717323264
4,100016,1245390249498476544
4,100018,1245391200833724418
3,100019,1236627989036781569
2,100022,1251517138126270465
4,100022,1245392296092319755
4,100022,1243151242194489345
4,100022,1240247344131493888
4,100023,1245392712607694860
2,55,1255263076087185413
2,55,1254390256461365248
2,55,1253279600119033856
2,55,1252271897850544131
2,55,1251308087467802624
2,55,1251163393790099457
2,55,1250628764431790080
2,55,1250256963251793921
2,55,1250211470295683072
2,55,1250166483570905088
2,55,1250153305524834309
2,55,1250148020341145600
2,55,1250145131321311232
2,55,1250144192677826560
2,55,1250143997089255424
2,55,1250142746389540864
2,55,1250142604538163200
2,55,1250109734578827264
2,55,1250073526700212230
2,55,1250070553710469122
2,55,1250029387325603840
2,55,1250021999025565696
2,55,1250006323028267008
2,55,1250005501347352576
2,55,1249812929245044736
2,55,1249783029213605888
2,55,1249781738567544834
2,55,1249740658744557569
2,55,1249720763785109504
2,55,1249567153189257217
2,55,1249563905220694018
2,55,1249487651482341376
2,55,1249481937124651008
2,55,1249477334543093766
2,55,1249439553343172610
2,55,1249418675251113985
2,55,1249416698320519169
2,55,1249416078410895361
2,55,1249413181254127616
2,55,1249411295377416192
2,55,1249410487542001665
2,55,1249410299884711936
2,55,1249409301795528713
2,55,1249401909917749248
2,55,1249400432864059392
2,55,1249400042080829445
2,55,1249397211273875462
2,55,1249393236759711745
2,55,1249392791219851264
2,55,1249391598439485445
2,55,1249388266916319232
2,55,1249383577307033600
2,55,1249372688080084993
2,55,1249369470507892736
2,55,1249368712198721537
2,55,1249367725773746177
2,55,1249367400425848832
2,55,1249357311853957120
2,55,1249355686183657474
2,55,1249328483496583173
2,55,1249276875748323328
2,55,1249234690554331136
2,55,1249211245623783424
2,55,1249182144464859136
2,55,1249178858374533120
2,55,1249178669056131073
2,55,1249176679714623493
2,55,1249172530272899075
2,55,1249155244489129984
2,55,1249136498093457409
2,55,1249018981186293760
3,531,1237903474475622400
3,531,1234461445020176385
3,124,1249489006124990471
3,124,1248674295452229633
3,124,1248639663323176960
3,124,1248596379909402626
3,124,1248582228478693377
3,124,1248576457242218496
3,124,1248474482726952961
3,124,1248461736035770380
3,124,1248361656306085888
3,124,1248318630842040331
3,124,1248282037506760704
3,124,1248274578683682822
3,124,1248268601016176641
3,124,1248268168042295297
3,124,1248248778345172997
3,124,1248220123699253249
3,124,1248207920602456064
3,124,1248206936375472128
3,124,1248199567562223619
3,124,1248183083427299328
3,124,1248182685576638465
3,124,1248120246939992064
3,124,1247996029347065856
3,124,1247982007319224325
3,124,1247979292467879939
3,124,1247951177896955904
3,124,1247943888909807624
3,124,1247926279791423489
3,124,1247918732351016966
3,124,1247916062542139392
3,124,1247908666839191552
3,124,1247886013105504259
3,124,1247885363890143232
3,124,1247875514297192448
3,124,1247869290117824512
3,124,1247720379600207873
3,124,1247589473896013825
1,1,1252682858948419584
3,245,1244491711302205442
3,245,1244313444226138117
3,245,1242565791217864705
3,245,1242555845302464514
2,466,1255512928184406018
2,466,1255248309767278592
2,466,1254162818615525376
2,466,1253825833619292164
2,466,1253794268487061517
2,466,1251552537100128257
2,466,1249336674120880128
2,466,1248324020874784768
2,466,1247501664556179456
2,466,1247194066875551745
2,466,1246915315252027393
2,466,1246446323320094720
2,466,1246435197421334528
2,466,1246361287887654912
2,466,1246109039727120385
2,466,1244710267285618688
2,466,1244614158726897668
2,466,1244599976401031171
2,466,1244394425490563073
2,466,1244321753725169664
2,466,1244311922536783873
2,466,1244305502814769157
2,466,1244195042320945152
2,466,1243763454793535488
2,466,1243645675344199683
2,466,1243638008865124353
2,466,1243596491815636992
2,466,1243545169158377474
2,466,1243042255256145922
2,466,1242990399657893889
2,466,1242769690742657026
2,466,1242473423365984256
2,466,1242470846356238337
2,466,1242466698084544512
2,466,1241981415786516481
2,466,1241950553304756224
2,466,1241815550164008960
2,466,1241656276112867329
2,466,1241632024730849280
2,466,1241599781845286912
2,466,1241589754128302082
2,466,1241397267761901572
2,466,1241132868648218626
2,466,1241075751132246018
2,466,1240907847908687872
2,466,1240829680678326272
2,466,1240619483573694465
2,466,1240475165516939264
2,466,1240414007661596679
2,466,1240294555892592640
2,466,1240294171501608961
2,466,1240261749770784769
2,466,1240043403389341696
2,466,1239975067037175814
2,466,1239761094417076227
2,466,1239610454936301575
2,466,1239463586377818113
2,466,1239434658074542080
2,466,1239431037798756353
2,466,1239429210323726336
2,466,1239392287949381633
2,466,1239382049217073152
2,466,1239280486280597505
2,466,1239106689279770625
2,466,1239059710390800384
2,466,1239056549894594561
2,466,1239050456178937856
2,466,1239020249971920899
2,466,1238915766487068673
2,466,1238881692334600192
2,466,1238847279299092482
2,466,1238810261315780609
2,466,1238713278538215425
2,466,1238661279289491456
2,466,1238503531943878656
2,466,1238447271781502976
2,466,1238315203705462784
2,466,1238303129273339904
2,466,1238302655384092672
2,466,1238291863083286529
2,466,1238204845292732430
2,466,1238192207862980608
2,466,1238177226719461376
2,466,1238169318510166017
2,466,1238128308379844608
2,466,1238101589308645378
2,466,1238099015838896133
2,466,1238055715651989504
2,466,1238050959391064065
2,466,1237992340247187457
2,466,1237991034933710849
2,466,1237916879114481665
2,466,1237916775188058113
2,466,1237871891529908224
2,466,1237826755093766146
2,466,1237826699640758274
2,466,1237826624768430080
2,466,1237826578253520902
2,466,1237826435970207747
2,466,1237826380798230528
2,466,1237826294974480387
2,466,1237826204830437378
2,466,1237826026694217728
2,466,1237825690264834049
2,466,1237825668190220289
2,466,1237825533280432129
2,466,1237825471473160192
2,466,1237824973105967105
2,466,1237801778290331649
2,466,1237794893252169731
2,466,1237732254698405889
2,466,1237636040656994304
2,466,1237584362029207553
2,466,1237573150168121345
2,466,1237510349395349504
2,466,1237492826167902209
2,466,1237471214005870593
2,466,1237466260264366081
2,466,1237429566001557508
2,466,1237423917788266496
2,466,1237421991738527744
2,466,1237404192882544641
2,466,1237373193892950017
2,466,1237352715170308096
2,466,1237346048307273729
2,466,1237331747685249024
2,466,1237323788905144321
2,466,1237315058306355201
2,466,1237293134754668544
2,466,1237280934602432513
2,466,1237279161904963584
2,466,1237278867674431488
2,466,1237260619230961669
2,466,1237260385905827840
2,466,1237209412072169477
2,466,1237208993811984391
2,466,1237193383061397505
2,466,1237192322221211652
2,466,1237187214544699392
2,466,1237186220872081409
2,466,1237184520211718144
2,466,1237179642190192640
2,466,1237175980705251334
2,466,1237159696819093506
2,466,1237150131616530432
2,466,1237146684905455616
2,466,1237128879564865536
2,466,1237124388597555201
2,466,1237123851068342274
2,466,1237121805988646914
2,466,1237121679568130054
2,466,1237118603893170176
2,466,1237114840897835008
2,466,1237114194664869903
2,466,1237113177361522690
2,466,1237109784966508550
2,466,1237103312895344645
2,466,1237100621494394880
2,466,1237098143591907329
2,466,1237092799335600129
2,466,1237090861676191744
2,466,1237083756944592896
2,466,1237083205364109312
2,466,1237082188639883269
2,466,1237077358496100355
2,466,1237076362810269696
2,466,1237072830841466881
2,466,1237071265896321024
2,466,1237071059167227904
2,466,1237071027777212417
2,466,1237067488094896128
2,466,1237066838879723526
2,466,1237065942556794880
2,466,1237065323377025025
2,466,1237062998096830464
2,466,1237061163625648129
2,466,1237060296474333188
2,466,1237059264713129990
2,466,1237058698209636352
2,466,1237058615841783810
2,466,1237057071696281600
2,466,1237057050649264128
2,466,1237055513680064513
2,466,1237053699891093504
2,466,1237051288686415874
2,466,1237049763385802753
2,466,1237048142207635463
2,466,1237041198260338689
2,466,1237020600658427905
2,466,1237019849366409223
2,466,1237007606985572352
2,466,1236982173351268352
2,466,1236863560262639616
2,466,1236847206172246016
2,466,1236811778639740928
2,466,1236747034499088386
2,466,1236733810953408513
2,466,1236720112343924746
2,466,1236717103941447681
2,466,1236716851973021698
3,466,1236709716534779904
2,466,1236699054186188801
2,466,1236684721691799552
2,466,1236682245508907011
2,466,1236666767809884160
2,466,1236655183184134146
2,466,1236655127689388037
2,466,1236589525037715456
2,466,1236513516321988609
2,466,1236502661635231745
2,466,1236502579032526849
2,466,1236484018633191424
2,466,1236481351932575744
2,466,1236419875746254848
2,466,1236396219120877569
2,466,1236351215325364224
2,466,1236319096096030720
2,466,1236281542332178433
2,466,1236191250669281282
2,466,1236158607248560129
2,466,1236023836077953024
2,466,1235998413495209984
2,466,1235991095361892352
2,466,1235964667022860293
2,466,1235934824361340929
2,466,1235928671828865024
2,466,1235909133133639680
2,466,1235855117418516483
2,466,1235817281763999744
2,466,1235696574988247041
2,466,1235680348442431489
2,466,1235646737915641856
2,466,1235625987620171776
2,466,1235610426030751745
2,466,1235591457202823168
2,466,1235572467072040960
2,466,1235565446499188737
2,466,1235485308742799360
2,466,1235393793286758401
2,466,1235388481066721281
2,466,1235375212960546817
2,466,1235291880549740544
2,466,1235290968582172674
2,466,1235281069106253824
2,466,1235280923219898368
2,466,1235272886425964544
2,466,1235252178455011329
2,466,1235250611177877506
2,466,1235246978486894592
2,466,1235237077064830976
2,466,1235236584296984577
2,466,1235214095160406016
2,466,1235202208536449025
2,466,1235170687372922886
2,466,1235168125118799880
2,466,1235167541695328257
4,466,1235163100925566977
2,466,1235157268339011584
2,466,1235155406114217986
2,466,1235095754194251776
2,466,1235037149939953664
2,466,1235021324034203648
2,466,1235014883948859392
2,466,1235014418842386437
2,466,1235014328081944576
2,466,1234997149357625345
2,466,1234982997549432832
2,466,1234979432407789570
2,466,1234953508941713410
2,466,1234952811672109062
2,466,1234948960642621442
2,466,1234940182895480846
2,466,1234939767600635906
2,466,1234937396161994752
2,466,1234922060402614277
2,466,1234920338733047809
2,466,1234919409011056643
1,374,1256341742032490497
3,374,1256327785322147841
4,374,1256257846041169920
3,374,1256245126097244160
4,374,1256203634179805185
3,374,1256102522592260097
3,374,1256011317372207104
3,374,1255990833855238145
4,374,1255987472175181830
4,374,1255968512578916352
4,374,1255964528224976896
4,374,1255952602526822401
4,374,1255936086934781952
3,374,1255933539473752064
3,374,1255932804099002368
3,374,1255917537566605314
4,374,1255906741449080837
3,374,1255895497438638080
3,374,1255875445326852100
4,374,1255861806804996097
3,374,1255857681996361728
3,374,1255854308156936192
4,374,1255812544608034823
4,374,1255765001626955776
4,374,1255757984359165952
4,374,1255680394340503552
3,374,1255673139498856449
3,374,1255670950411956224
4,374,1255669327757406208
3,374,1255654851591180288
3,374,1255653555752460289
4,374,1255629151807008768
3,374,1255568405903663113
4,374,1255567445668040705
4,374,1255559096549298176
3,374,1255541687067250688
3,374,1255538930008686593
3,374,1255530537315336196
3,374,1255528622187778055
3,374,1255512788551839746
3,374,1255375928605237249
3,374,1255344109839093761
3,374,1255296585585565699
4,374,1255294870530523137
3,374,1255283804962525191
3,374,1255279279463706627
4,374,1255267430869467136
3,374,1255245589299814402
3,374,1255244240621318149
3,374,1255243698201415681
3,374,1255231872914857984
3,374,1255220915148816386
4,374,1255199379180273665
4,374,1255182678715887616
3,374,1255179194767564800
3,374,1255179188023296000
3,374,1255164532852428800
3,374,1255160620510523396
3,374,1255158621442379780
3,374,1255153062869491714
3,374,1255143323016159234
3,374,1255140736363663370
4,374,1255120736567558146
3,374,1255063838829019136
3,374,1255018922966999040
3,374,1255001204582567936
4,374,1254978634500263937
3,374,1254963592492920836
4,374,1254948651870367744
3,374,1254924935488815106
3,374,1254924822309715969
3,374,1254919497443446786
3,374,1254898815577931776
4,374,1254872926341312513
4,374,1254870117097275393
3,374,1254836420042055680
4,374,1254816928373194752
3,374,1254816845799948292
4,374,1254806669453783040
3,374,1254783816012427264
3,374,1254782966514892803
3,374,1254781235261366276
3,374,1254780312732618756
3,374,1254780136173387778
3,374,1254778319112794117
4,374,1254776078821806083
3,374,1254754596536238081
3,374,1254715752126590977
3,374,1254685507935748098
3,374,1254685446539325441
4,374,1254659769853456384
3,374,1254630306906324998
3,374,1254627779678744576
3,374,1254625573189623808
3,374,1254621688513335296
3,374,1254621520728600576
3,374,1254597192159019009
3,374,1254577453751812096
3,374,1254550143485063169
3,374,1254537679414460422
3,374,1254531187453972481
3,374,1254511520417005568
3,374,1254510819905114112
4,374,1254498652132741120
4,374,1254464970546388992
4,374,1254454893781360641
3,374,1254438429292707840
3,374,1254438152418332674
3,374,1254437233530200074
3,374,1254436481722130433
3,374,1254433392961224704
3,374,1254432990450593793
4,374,1254430572295991297
4,374,1254413521158320129
4,374,1254410696533704704
3,374,1254410673251115008
3,374,1254401157449109505
3,374,1254390465400655874
4,374,1254388411865104386
3,374,1254388157459697665
4,374,1254387155893473280
3,374,1254383712965443585
3,374,1254369302959976448
3,374,1254364480961732609
3,374,1254335230799802369
3,374,1254333835300478976
3,374,1254331638692999169
3,374,1254328355245002752
3,374,1254313347304034304
4,374,1254310128318320641
4,374,1254308957977374725
3,374,1254308209457856513
3,374,1254307251550126080
3,374,1254306110766551041
3,374,1254301591798153216
4,374,1254274922290929664
4,374,1254259350643843072
4,374,1254250339475222528
3,374,1254229028795342850
3,374,1254225167129214978
3,374,1254219634070351872
3,374,1254208344690049024
3,374,1254203422141632515
3,374,1254191623312982016
3,374,1254189124472446976
3,374,1254188575995772928
3,374,1254187525549076480
4,374,1254187084484694017
4,374,1254186904272150528
4,374,1254181297397825538
3,374,1254174596917604355
3,374,1254171572501438470
3,374,1254168349204008969
3,374,1254166969206681601
4,374,1254162761489117184
3,374,1254161372499369985
3,374,1254156048857878533
3,374,1254155682418266112
3,374,1254133545821298688
3,374,1254121690340229121
3,374,1254120326457200640
3,374,1254108000467537920
3,374,1254103203379138561
3,374,1254101894982586369
4,374,1254090226336763905
3,374,1254086936571990017
3,374,1254076859391840259
3,374,1254070175206215680
3,374,1254056264008679424
4,374,1254055219199123456
3,374,1254055076810768385
3,374,1254053725532012547
3,374,1254044917510389763
3,374,1254044205472759809
3,374,1254042580024688640
3,374,1254040418158809088
3,374,1254040197525901312
3,374,1254029724755677188
3,374,1254015333817397249
3,374,1254013934832685059
4,374,1254012369749098496
4,374,1254012342607773696
3,374,1253994844189581314
3,374,1253956306714660864
3,374,1253928121155366912
3,374,1253923680691859459
4,374,1253900943772356609
3,374,1253895933194010624
3,374,1253881928802955265
3,374,1253880944697753601
4,374,1253874752911020032
3,374,1253874647675932679
3,374,1253872660859289604
3,374,1253868436452671489
3,374,1253857469325021188
4,374,1253856740212453377
3,374,1253855861061156870
4,374,1253850337619914756
3,374,1253849668816998401
3,374,1253842939073232903
3,374,1253842683803680769
3,374,1253837342017613824
3,374,1253836870351499267
3,374,1253836710275932163
3,374,1253834964505964544
3,374,1253830190368722950
3,374,1253829070032236545
3,374,1253826543417090049
3,374,1253825544090554370
4,374,1253801791990292481
3,374,1253798668517466112
3,374,1253792911776460801
3,374,1253792288133844992
3,374,1253779996881104897
3,374,1253752627008946176
3,374,1253750354229026816
3,374,1253727870318501889
3,374,1253701334366253057
3,374,1253695741106757634
3,374,1253685706960048129
3,374,1253679325834031105
3,374,1253669832492531713
3,374,1253642203198611456
3,374,1253613364485353472
3,374,1253611251260940288
3,374,1253581763353489408
3,374,1253572006102077442
3,374,1253536713302999041
3,374,1253535440776450048
3,374,1253531971973722114
3,374,1253524403595341825
3,374,1253447037850435584
3,374,1253438114707771393
3,374,1253433170277462022
3,374,1253427989359939585
3,374,1253424544888483843
3,374,1253418281404227586
4,374,1253417724874637312
4,374,1253378222969913344
3,374,1253369957527805952
4,374,1253365473309270016
3,374,1253363588099477505
3,374,1253363403533369344
4,374,1253338481897529345
3,374,1253338473592832002
3,374,1253311699677073411
3,374,1253308258405748738
3,374,1253301864734613505
3,374,1253300730615656448
3,374,1253276161527947264
3,374,1253226586175942657
3,374,1253202224013950976
3,374,1253197622585602048
3,374,1253173045511979008
3,374,1253162197364211713
3,374,1253161229406875651
3,374,1253154527882117120
3,374,1253153793526632448
3,374,1253149406225821696
3,374,1253131845140713473
3,374,1253124095010635777
3,374,1253120536659595264
3,374,1253103208169459713
3,374,1253100142707847168
3,374,1253063179707482112
3,374,1253059338274508802
3,374,1253047767741669377
4,374,1253045064844148736
3,374,1253029356663955468
3,374,1253001967292514305
3,374,1252994377498140672
3,374,1252986809551814658
3,374,1252979585777614849
3,374,1252970605281861638
3,374,1252952891977084931
3,374,1252950252337934337
3,374,1252881974806687744
3,374,1252840444267905027
3,374,1252837047896662018
3,374,1252806507898433540
3,374,1252791770427113472
3,374,1252749535752925185
3,374,1252738696232787968
3,374,1252726896695140352
3,374,1252725931044564992
3,374,1252712329122205696
3,374,1252709457227735040
4,374,1252707189455650817
3,374,1252703154187177984
3,374,1252699014056652805
3,374,1252685254378303490
3,374,1252660140253286400
3,374,1252656791894102016
3,374,1252654485672996865
3,374,1252640794537799680
3,374,1252626478551961602
3,374,1252626280282906625
3,374,1252619742491414528
3,374,1252616099792924676
3,374,1252590324557516802
3,374,1252567916488413185
4,374,1252564438076608512
3,374,1252510910603841537
3,374,1252509944420671488
3,374,1252478783606513664
3,374,1252452642107920384
3,374,1252448952793743361
4,374,1252410784543465475
4,374,1252390851902271488
3,374,1252365948629073921
3,374,1252365348260548614
3,374,1252351223639896067
3,374,1252326670985543687
3,374,1252320350823682049
3,374,1252313693922222080
3,374,1252300199252291594
